,Permno,Ticker,B/P,Mktcap,Ret
1226,1227,PKG,0.29411764705882354,12.92,0.0461
1227,1228,PLAB,0.6666666666666666,1.25,0.6225999999999999
1228,1229,PLAY,0.20876826722338204,1.67,0.0557
1230,1231,PLUS,0.4716981132075471,1.39,0.2207
1231,1232,PLYA,0.6097560975609756,1.1,0.0213
1232,1233,PME,0.9259259259259258,78.12,0.20559999999999998
1234,1235,PMVC,0.7633587786259541,217.63,0.0163
1235,1236,PNBK,1.2987012987012987,48.51,0.5236
1236,1237,PNRG,0.6896551724137931,160.48,0.7809999999999999
1237,1238,PNT,0.31446540880503143,769.47,0.0132
1238,1239,PNTM,0.7633587786259541,848.65,0.0175
1239,1240,POLY,0.011793843613633682,1.74,0.1885
1240,1241,POR,0.6060606060606061,4.4,0.0579
1241,1242,POST,0.6666666666666666,5.13,0.2425
1242,1243,POW,0.7633587786259541,308.44,0.008100000000000001
1243,1244,PPC,0.37037037037037035,7.41,0.5054
1245,1246,PPIH,0.7633587786259541,72.63,0.2914
1246,1247,PRA,1.0526315789473684,1.21,0.0788
1247,1248,PRAA,0.8403361344537815,1.51,0.0258
1248,1249,PRDO,0.78125,841.79,0.10980000000000001
1249,1250,PRFT,0.10604453870625663,3.24,0.1568
1250,1251,PRGS,0.1890359168241966,1.92,0.0268
1251,1252,PRK,0.53475935828877,1.96,0.1335
1252,1253,PRPH,0.3058103975535168,213.23,1.5659
1253,1254,PRSR,0.78125,399.51,0.0168
1254,1255,PRT,0.7874015748031495,100.74,0.377
1255,1256,PSA,0.09652509652509653,54.3,0.0252
1256,1257,PSB,0.19801980198019803,5.18,0.3078
1258,1259,PSN,0.45454545454545453,4.19,0.049
1261,1262,PSTG,0.09259259259259259,7.78,0.4567
1262,1263,PSX,0.5681818181818182,39.54,0.21059999999999998
1264,1265,PTEN,0.5154639175257733,3.06,0.8123
1266,1267,PTMN,1.2195121951219512,235.23,0.0658
1267,1268,PTNR,0.3802281368821293,1.43,0.7763
1268,1269,PTR,2.2222222222222223,137.56,0.1104
1269,1270,PTSI,0.3389830508474576,667.45,1.0965
1270,1271,PUCK,0.7874015748031495,324.19,0.0176
1272,1273,PUMP,0.8695652173913044,961.89,0.3015
1274,1275,PUYI,0.08539709649871904,489.65,0.498
1275,1276,PV,0.7142857142857143,529.17,0.0139
1277,1278,PVL,0.591715976331361,105.26,0.9759
1278,1279,PWR,0.27322404371584696,18.85,0.5345
1280,1281,PX,0.2801120448179272,1.34,0.1259
1281,1282,PXD,0.45454545454545453,51.14,0.6735
1285,1286,PXS,1.4925373134328357,30.13,0.025
1289,1290,QCOM,0.08038585209003216,162.23,0.061799999999999994
1290,1291,QCRH,0.7692307692307692,947.6,0.2177
1291,1292,QFTA,0.7575757575757576,248.98,0.023799999999999998
1293,1294,QLYS,0.08576329331046312,4.83,0.2828
1294,1295,QUIK,0.10718113612004287,93.71,0.3661
1295,1296,R,0.6896551724137931,3.76,0.0894
1296,1297,RAM,0.7299270072992701,182.4,0.038900000000000004
1298,1299,RAVE,0.29069767441860467,23.58,0.0635
1299,1300,RBA,0.1610305958132045,7.5,0.1821
1300,1301,RBAC,0.6993006993006994,717.26,0.0225
1301,1302,RBCAA,0.9433962264150942,970.85,0.0874
1302,1303,RBCN,0.7751937984496123,38.73,0.6067
1303,1304,RCG,1.1904761904761905,13.48,0.048600000000000004
1304,1305,RCHG,0.7633587786259541,251.45,0.0152
1305,1306,RCM,0.05614823133071309,9.11,0.17350000000000002
1306,1307,RCMT,0.15432098765432098,191.77,3.7681
1307,1308,RDCM,0.41841004184100417,172.16,0.11320000000000001
1309,1310,RE,0.9090909090909091,10.65,0.1407
1310,1311,REG,0.5747126436781609,10.5,0.0087
1311,1312,REGN,0.31347962382445144,64.51,0.0179
1312,1313,REI,1.1764705882352942,273.81,0.0562
1314,1315,RELL,0.6944444444444444,216.94,1.1214
1315,1316,RELX,0.07102272727272728,52.88,0.0029
1316,1317,RENN,0.2079002079002079,721.52,1.7256
1317,1318,REPX,0.45454545454545453,488.95,0.2757
1318,1319,RES,0.4587155963302752,1.42,0.6625
1320,1321,REX,0.7692307692307692,541.82,0.2408
1321,1322,REXR,0.5,10.06,0.0441
1322,1323,RF,0.8130081300813008,17.8,0.1047
1324,1325,RFP,1.1235955056179776,2.44,0.8808
1325,1326,RGA,1.1627906976744187,7.81,0.1127
1327,1328,RGP,0.53475935828877,667.4,0.5217
1332,1333,RJF,0.4424778761061947,19.66,0.1334
1335,1336,RLGT,0.49751243781094534,363.6,0.183
1336,1337,RLI,0.2232142857142857,5.11,0.1058
1338,1339,RMBS,0.31347962382445144,2.47,0.0227
1339,1340,RNGR,1.36986301369863,234.6,0.19649999999999998
1340,1341,ROCC,0.4385964912280702,1.45,0.9721
1341,1342,ROG,0.2237136465324385,4.99,0.39049999999999996
1342,1343,ROL,0.0617283950617284,17.72,0.0069
1343,1344,ROLL,0.38759689922480617,5.95,0.1052
1344,1345,RPRX,0.3048780487804878,26.06,0.09609999999999999
1346,1347,RRBI,0.6802721088435374,368.56,0.068
1347,1348,RRC,0.2298850574712644,7.53,0.9702
1348,1349,RS,0.5847953216374269,11.07,0.2475
1349,1350,RSG,0.22026431718061673,40.52,0.1333
1350,1351,RTLR,0.6993006993006994,489.57,0.33159999999999995
1352,1353,RTX,0.5208333333333334,137.77,0.1576
1353,1354,RUSHA,0.5524861878453039,2.77,0.1387
1354,1355,RVSB,1.0101010101010102,157.89,0.0263
1358,1359,RXDX,0.1724137931034483,1.18,0.43200000000000005
1360,1361,RYI,0.7692307692307692,894.53,0.7358
1363,1364,SAFM,0.5102040816326531,4.65,0.15539999999999998
1364,1365,SAFT,0.6329113924050632,1.36,0.223
1365,1366,SAIA,0.2336448598130841,5.5,0.0837
1366,1367,SAIC,0.31545741324921134,5.14,0.0774
1367,1368,SAIL,0.06476683937823835,5.94,0.3368
1368,1369,SALM,2.7777777777777777,61.57,0.1618
1369,1370,SAMG,0.5102040816326531,243.82,0.1957
1370,1371,SANM,0.6756756756756757,2.57,0.195
1371,1372,SB,1.6129032258064517,419.92,0.1325
1373,1374,SBCF,0.6578947368421053,1.99,0.0978
1374,1375,SBEV,0.13568521031207598,105.52,0.0824
1375,1376,SBLK,0.8,2.46,0.4518
1376,1377,SBOW,0.4132231404958678,523.06,0.7318000000000001
1377,1378,SBR,0.013747594171020073,898.7,0.6992
1378,1379,SBS,0.8928571428571428,5.26,0.16690000000000002
1379,1380,SBSI,0.6451612903225806,1.19,0.0705
1380,1381,SBT,1.1494252873563218,299.39,0.35090000000000005
1381,1382,SCHL,0.9615384615384615,1.19,0.0579
1382,1383,SCI,0.16129032258064516,11.07,0.26289999999999997
